2019-01-14-21-56-22  Notice   Starting Nancy on http://localhost:8888
2019-01-15-00-46-50  Notice   Mailing task complete
2019-01-15-00-46-50  Notice   Running billing task
2019-01-15-00-46-50  Notice   Billing task complete
2019-01-15-00-51-50  Notice   Running mailing task
2019-01-15-00-51-50  Notice   Mailing task complete
2019-01-15-00-51-50  Notice   Running billing task
2019-01-15-00-51-51  Notice   Billing task complete
2019-01-15-00-56-51  Notice   Running mailing task
2019-01-15-00-56-51  Notice   Mailing task complete
2019-01-15-00-56-51  Notice   Running billing task
2019-01-15-00-56-51  Notice   Billing task complete
2019-01-15-01-01-51  Notice   Running mailing task
2019-01-15-01-01-51  Notice   Mailing task complete
2019-01-15-01-01-51  Notice   Running billing task
2019-01-15-01-01-52  Notice   Billing task complete
